44838.570174, 169.254.200.6, 2, 0, 0, 3
44838.653275, 169.254.200.6, 2, 0, 0, 3
44838.656238, 169.254.200.6, 2, 0, 0, 3
44838.742234, 192.168.50.74, 2, 0, 0, 3
44838.743194, 192.168.50.74, 2, 0, 0, 3
44838.743403, 192.168.50.74, 2, 0, 0, 3
44838.744259, 192.168.50.74, 2, 0, 0, 1
44838.744606, 192.168.50.74, 2, 0, 0, 1
44838.744803, 192.168.50.74, 2, 0, 0, 3
44838.745984, 192.168.50.74, 2, 0, 0, 3
44838.747245, 192.168.50.74, 2, 0, 0, 1
44838.747407, 192.168.50.74, 2, 0, 0, 1
44838.748206, 192.168.50.74, 2, 0, 0, 3
44838.748275, 192.168.50.74, 2, 0, 0, 3
44838.749213, 192.168.50.74, 2, 0, 0, 3
44838.749757, 192.168.50.74, 2, 0, 0, 3
44838.750116, 192.168.50.74, 2, 0, 0, 3
44838.750185, 192.168.50.74, 2, 0, 0, 3
44838.750463, 192.168.50.74, 2, 0, 0, 3
44838.750660, 192.168.50.74, 2, 0, 0, 3
44838.751285, 192.168.50.74, 2, 0, 0, 3
44838.751632, 192.168.50.74, 2, 0, 0, 3
44838.752118, 192.168.50.74, 2, 0, 0, 3
44838.753669, 192.168.50.74, 2, 0, 0, 3
44838.754005, 192.168.50.74, 2, 0, 0, 3
44838.755961, 192.168.50.74, 2, 0, 0, 3
44838.756192, 192.168.50.74, 2, 0, 0, 3
44838.756412, 192.168.50.74, 2, 0, 0, 3
44838.756944, 192.168.50.74, 2, 0, 0, 3
44838.757778, 192.168.50.74, 2, 0, 0, 3
44838.759271, 192.168.50.74, 2, 0, 0, 3
44838.759606, 192.168.50.74, 2, 0, 0, 3
44838.759942, 192.168.50.74, 2, 0, 0, 3
44838.760127, 192.168.50.74, 2, 0, 0, 3
44838.760764, 192.168.50.74, 2, 0, 0, 3
44838.761042, 192.168.50.74, 2, 0, 0, 1
44838.761088, 192.168.50.74, 2, 0, 0, 3
44838.761343, 192.168.50.74, 2, 0, 0, 3
44838.761956, 192.168.50.74, 2, 0, 0, 3
44838.762650, 192.168.50.74, 2, 0, 0, 3
44838.762917, 192.168.50.74, 2, 0, 0, 3
44838.763171, 192.168.50.74, 2, 0, 0, 3
44838.764074, 192.168.50.74, 2, 0, 0, 3
44838.764294, 192.168.50.74, 2, 0, 0, 3
44838.764468, 192.168.50.74, 2, 0, 0, 3
44838.765081, 192.168.50.74, 2, 0, 0, 3
44838.765498, 192.168.50.74, 2, 0, 0, 3
44838.765856, 192.168.50.74, 2, 0, 0, 3
44838.766458, 192.168.50.74, 2, 0, 0, 3
44838.766609, 192.168.50.74, 2, 0, 0, 3
44838.766991, 192.168.50.74, 2, 0, 0, 3
44838.767396, 192.168.50.74, 2, 0, 0, 1
44838.767789, 192.168.50.74, 2, 0, 0, 3
44838.770359, 192.168.50.74, 2, 0, 0, 3
44838.776204, 192.168.50.74, 2, 0, 0, 3
44838.778009, 192.168.50.74, 2, 0, 0, 3
44838.780405, 192.168.50.74, 2, 0, 0, 3
44838.780590, 192.168.50.74, 2, 0, 0, 3
44838.780937, 192.168.50.74, 2, 0, 0, 3
44838.782535, 192.168.50.74, 2, 0, 0, 3
44838.782662, 192.168.50.74, 2, 0, 0, 3
44838.782859, 192.168.50.74, 2, 0, 0, 3
44838.783843, 192.168.50.74, 2, 0, 0, 3
44838.785671, 192.168.50.74, 2, 0, 0, 3
44838.785822, 192.168.50.74, 2, 0, 0, 3
44838.786609, 192.168.50.74, 2, 0, 0, 3
44838.786748, 192.168.50.74, 2, 0, 0, 3
44838.789479, 192.168.50.74, 2, 0, 0, 3
44838.883912, 192.168.50.74, 2, 0, 0, 3
44838.895799, 192.168.50.74, 2, 0, 0, 3
44838.900891, 192.168.50.74, 2, 0, 0, 3
44838.902951, 192.168.50.74, 2, 0, 0, 3
44838.917500, 192.168.50.74, 2, 0, 0, 3
44838.917535, 192.168.50.74, 2, 0, 0, 3
44838.918704, 192.168.50.74, 2, 0, 0, 1
44838.920289, 192.168.50.74, 2, 0, 0, 1
44838.920428, 192.168.50.74, 2, 0, 0, 1
44838.920694, 192.168.50.74, 2, 0, 0, 1
44838.921377, 192.168.50.74, 2, 0, 0, 1
44838.923171, 192.168.50.74, 2, 0, 0, 1
44838.926215, 192.168.50.74, 2, 0, 0, 1
44838.927581, 192.168.50.74, 2, 0, 0, 1
44838.928576, 192.168.50.74, 2, 0, 0, 1
44838.929572, 192.168.50.74, 2, 0, 0, 1
44838.929896, 192.168.50.74, 2, 0, 0, 1
44838.930243, 192.168.50.74, 2, 0, 0, 1
44838.930278, 192.168.50.74, 2, 0, 0, 1
44838.931053, 192.168.50.74, 2, 0, 0, 1
44838.931678, 192.168.50.74, 2, 0, 0, 1
44838.932176, 192.168.50.74, 2, 0, 0, 1
44838.933356, 192.168.50.74, 2, 0, 0, 1
44838.933958, 192.168.50.74, 2, 0, 0, 1
44838.934086, 192.168.50.74, 2, 0, 0, 1
44838.934259, 192.168.50.74, 2, 0, 0, 1
44838.935104, 192.168.50.74, 2, 0, 0, 1
44838.935231, 192.168.50.74, 2, 0, 0, 1
44838.935822, 192.168.50.74, 2, 0, 0, 1
44838.936852, 192.168.50.74, 2, 0, 0, 1
44838.936852, 192.168.50.74, 2, 0, 0, 3
44838.937326, 192.168.50.74, 2, 0, 0, 3
